"Type","Strain","Media","Outflow Well","name","sample","Description","generation","Population","Parent","Frequency"
"1_copy_ctrl","DGY500","glutamine-limited","D03","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","95","zero_copy","Single_cells",0.840819178792421
"1_copy_ctrl","DGY500","glutamine-limited","D03","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","95","one_copy","Single_cells",87.0473270741521
"1_copy_ctrl","DGY500","glutamine-limited","D03","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","95","two_copy","Single_cells",9.12615668992257
"1_copy_ctrl","DGY500","glutamine-limited","D03","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","95","multi_copy","Single_cells",0.0349402071616154
"Experimental","DGY2150","glutamine-limited","A10","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","95","zero_copy","Single_cells",0.751245851607602
"Experimental","DGY2150","glutamine-limited","A10","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","95","one_copy","Single_cells",1.78100756581405
"Experimental","DGY2150","glutamine-limited","A10","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","95","two_copy","Single_cells",44.3106999178325
"Experimental","DGY2150","glutamine-limited","A10","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","95","multi_copy","Single_cells",54.430109592257
"Experimental","DGY2071","glutamine-limited","A04","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","95","zero_copy","Single_cells",0.55515378397924
"Experimental","DGY2071","glutamine-limited","A04","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","95","one_copy","Single_cells",3.09056876675033
"Experimental","DGY2071","glutamine-limited","A04","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","95","two_copy","Single_cells",63.7310162930191
"Experimental","DGY2071","glutamine-limited","A04","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","95","multi_copy","Single_cells",33.2879567788318
"Experimental","DGY2071","glutamine-limited","A06","10_EE_GAP1_ArchMuts_2021_07092021_g95_IS-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","95","zero_copy","Single_cells",2.47394317760965
