"Type","Strain","Media","Outflow Well","name","sample","Description","generation","Population","Parent","Frequency"
"1_copy_ctrl","DGY500","glutamine-limited","D03","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","124","zero_copy","Single_cells",1.02518226033665
"1_copy_ctrl","DGY500","glutamine-limited","D03","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","124","one_copy","Single_cells",91.8170507244141
"1_copy_ctrl","DGY500","glutamine-limited","D03","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","124","two_copy","Single_cells",3.72335502976833
"1_copy_ctrl","DGY500","glutamine-limited","D03","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","124","multi_copy","Single_cells",0.0133674717997758
"Experimental","DGY2150","glutamine-limited","A10","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","124","zero_copy","Single_cells",2.03248680738786
"Experimental","DGY2150","glutamine-limited","A10","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","124","one_copy","Single_cells",1.7634812005277
"Experimental","DGY2150","glutamine-limited","A10","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","124","two_copy","Single_cells",30.967595646438
"Experimental","DGY2150","glutamine-limited","A10","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","124","multi_copy","Single_cells",66.9452918865435
"Experimental","DGY2071","glutamine-limited","A04","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","124","zero_copy","Single_cells",8.60900131818467
"Experimental","DGY2071","glutamine-limited","A04","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","124","one_copy","Single_cells",0.608875776787396
"Experimental","DGY2071","glutamine-limited","A04","13_EE_GAP1_ArchMuts_2021_071621_g124_IS-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","124","two_copy","Single_cells",29.6821710292302
