"Type","Strain","Media","Outflow Well","name","sample","Description","generation","Population","Parent","Frequency"
"1_copy_ctrl","DGY500","glutamine-limited","D03","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","166","zero_copy","Single_cells",0.537075897031019
"1_copy_ctrl","DGY500","glutamine-limited","D03","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","166","one_copy","Single_cells",95.6608007313374
"1_copy_ctrl","DGY500","glutamine-limited","D03","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","166","two_copy","Single_cells",2.7975732895639
"1_copy_ctrl","DGY500","glutamine-limited","D03","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-1 copy control-D3 DGY500.fcs","ctrl1","1 copy control","166","multi_copy","Single_cells",0.0353202717583262
"Experimental","DGY2150","glutamine-limited","A10","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","166","zero_copy","Single_cells",5.62249828898521
"Experimental","DGY2150","glutamine-limited","A10","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","166","one_copy","Single_cells",0.256133728767862
"Experimental","DGY2150","glutamine-limited","A10","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","166","two_copy","Single_cells",27.069290913993
"Experimental","DGY2150","glutamine-limited","A10","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A10 gap1_ars_7.fcs","gap1_ars_7","GAP1 ARS KO","166","multi_copy","Single_cells",69.4837920235602
"Experimental","DGY2071","glutamine-limited","A04","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","166","zero_copy","Single_cells",38.5941284443527
"Experimental","DGY2071","glutamine-limited","A04","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","166","one_copy","Single_cells",2.30691531535445
"Experimental","DGY2071","glutamine-limited","A04","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","166","two_copy","Single_cells",19.5523020277829
"Experimental","DGY2071","glutamine-limited","A04","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A4 gap1_all_1.fcs","gap1_all_1","GAP1 LTR + ARS KO","166","multi_copy","Single_cells",30.8468464554529
"Experimental","DGY2071","glutamine-limited","A06","17_EE_GAP1_ArchMuts_2021_072621_g166_JC-Plate_001-Experimental-A6 gap1_all_3.fcs","gap1_all_3","GAP1 LTR + ARS KO","166","zero_copy","Single_cells",0.509888751545117
